event_id,duration,num_scans,scans_per_second,min_distance,max_distance,mean_distance,std_distance,max_intrusion,mean_intrusion,intrusion_std,intrusion_ratio,temporal_variation,spatial_spread,label
flower_1_20260226032712529212,6.000514984130859,90,14.998712650166974,0.261,0.355,0.28034166666666666,0.021548350440004364,0.08899999999999997,0.0696583333333333,0.021548350440004364,0.2542857142857142,0.021349040514713438,4,not_bee
flower_1_20260226032715662426,1.4004569053649902,21,14.995106182526147,0.258,0.363,0.3023095238095238,0.0370076436879839,0.09199999999999997,0.047690476190476165,0.0370076436879839,0.2628571428571428,0.037408463678182555,4,not_bee
flower_1_20260226032721595087,4.599452018737793,69,15.001787108311952,0.251,0.355,0.2791268115942029,0.026259859557486578,0.09899999999999998,0.07087318840579707,0.026259859557486578,0.2828571428571428,0.02619927252541642,4,not_bee
flower_1_20260226032812061996,2.466961145401001,37,14.99820946469982,0.279,0.358,0.3001891891891892,0.026296413803595927,0.07099999999999995,0.049810810810810804,0.026296413803595927,0.20285714285714274,0.026376441864577476,4,not_bee
flower_1_20260226032816728070,2.2000319957733154,33,14.999781850172791,0.272,0.352,0.30155303030303027,0.024638551804478593,0.07799999999999996,0.04844696969696968,0.024638551804478593,0.22285714285714275,0.024521973371454085,4,not_bee
flower_1_20260226032820461160,2.2661378383636475,34,15.003500415734207,0.213,0.359,0.2665735294117647,0.050633122280730664,0.13699999999999998,0.08342647058823528,0.050633122280730664,0.3914285714285714,0.050752687994636565,4,not_bee
flower_1_20260226032824194426,2.2665140628814697,34,15.00100994598509,0.067,0.358,0.15236029411764707,0.11593514616141391,0.283,0.1976397058823529,0.11593514616141391,0.8085714285714285,0.11716564600146741,4,not_bee
flower_1_20260226032828062032,2.1342859268188477,32,14.993305066531544,0.071,0.357,0.164859375,0.1178187406970929,0.27899999999999997,0.18514062499999998,0.1178187406970929,0.7971428571428572,0.11914684856166956,4,not_bee
flower_1_20260226032833794896,2.000361919403076,30,14.997286095584261,0.248,0.354,0.28499166666666664,0.03684067350211767,0.10199999999999998,0.0650083333333333,0.03684067350211767,0.29142857142857137,0.03714489820478281,4,not_bee
flower_1_20260226032838394664,2.4664950370788574,37,15.001043766064166,0.219,0.361,0.25870945945945945,0.04813660456477539,0.13099999999999998,0.09129054054054052,0.04813660456477539,0.3742857142857142,0.048369473324605256,4,not_bee
